date,year,month,month_name,week,day_of_week,product_id,product_name,category,supplier,store_id,region,units_sold,current_stock,lead_time_days,unit_price,unit_cost,sales_revenue,revenue_per_unit,profit,profit_margin,reorder_cost,holding_cost_per_unit
2023-01-01,2023,1,January,52,Sunday,P007,Potato Chips 150g,Snacks,CrunchCo Foods,S02,South,70,2630,4,1.99,0.85,139.3,1.99,79.8,57.29,50.0,0.06
2023-01-01,2023,1,January,52,Sunday,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,S02,South,48,492,7,4.5,2.2,216.0,4.5,110.4,51.11,75.0,0.12
2023-01-01,2023,1,January,52,Sunday,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,S02,South,203,2797,3,1.2,0.55,243.6,1.2,131.95,54.17,45.0,0.04
2023-01-01,2023,1,January,52,Sunday,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,S02,South,37,563,5,1.6,0.7,59.2,1.6,33.3,56.25,50.0,0.05
2023-01-01,2023,1,January,52,Sunday,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,S02,South,55,845,4,2.5,1.0,137.5,2.5,82.5,60.0,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P012,Granola Bar 6pk,Snacks,FitSnack Co,S02,South,91,1409,5,3.2,1.5,291.2,3.2,154.7,53.12,60.0,0.09
2023-01-01,2023,1,January,52,Sunday,P013,Pretzels 200g,Snacks,CrunchCo Foods,S02,South,33,627,4,2.1,0.95,69.3,2.1,37.95,54.76,52.0,0.06
2023-01-01,2023,1,January,52,Sunday,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,S02,South,16,734,7,4.99,2.1,79.84,4.99,46.24,57.92,80.0,0.14
2023-01-01,2023,1,January,52,Sunday,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,S02,South,95,1705,5,2.5,1.1,237.5,2.5,133.0,56.0,60.0,0.08
2023-01-01,2023,1,January,52,Sunday,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,S02,South,84,966,4,3.0,1.2,252.0,3.0,151.2,60.0,55.0,0.09
2023-01-01,2023,1,January,52,Sunday,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,S02,South,54,486,7,5.5,2.4,297.0,5.5,167.4,56.36,85.0,0.15
2023-01-01,2023,1,January,52,Sunday,P018,Razor 5pk,Personal Care,SmoothShave Ltd,S02,South,26,424,6,6.99,3.1,181.74,6.99,101.14,55.65,90.0,0.18
2023-01-01,2023,1,January,52,Sunday,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,S02,South,66,1284,5,3.8,1.6,250.8,3.8,145.2,57.89,65.0,0.11
2023-01-01,2023,1,January,52,Sunday,P020,Dish Soap 500ml,Household,CleanHome Ltd,S02,South,96,1854,5,2.2,0.95,211.2,2.2,120.0,56.82,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P021,Paper Towels 6pk,Household,PaperPlus Co,S02,South,76,1574,6,5.5,2.5,418.0,5.5,228.0,54.55,80.0,0.16
2023-01-01,2023,1,January,52,Sunday,P022,Laundry Detergent 1kg,Household,WashWell Inc,S02,South,27,573,8,7.99,3.5,215.73,7.99,121.23,56.2,100.0,0.22
2023-01-01,2023,1,January,52,Sunday,P023,Trash Bags 20pk,Household,CleanHome Ltd,S02,South,51,609,6,4.5,2.0,229.5,4.5,127.5,55.56,70.0,0.13
2023-01-01,2023,1,January,52,Sunday,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,S02,South,184,716,5,3.2,1.4,588.8,3.2,331.2,56.25,60.0,0.09
2023-01-01,2023,1,January,52,Sunday,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,S02,South,121,3479,2,2.1,1.1,254.1,2.1,121.0,47.62,40.0,0.06
2023-01-01,2023,1,January,52,Sunday,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,S02,South,92,2308,2,2.8,1.3,257.6,2.8,138.0,53.57,40.0,0.07
2023-01-01,2023,1,January,52,Sunday,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,S02,South,48,1602,3,4.5,2.2,216.0,4.5,110.4,51.11,55.0,0.12
2023-01-01,2023,1,January,52,Sunday,P028,Butter 250g,Dairy,CreamTop Co,S02,South,51,789,3,3.5,1.8,178.5,3.5,86.7,48.57,50.0,0.1
2023-01-01,2023,1,January,52,Sunday,P029,Cream Cheese 200g,Dairy,CreamTop Co,S02,South,36,564,3,2.9,1.4,104.4,2.9,54.0,51.72,48.0,0.08
2023-01-01,2023,1,January,52,Sunday,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,S02,South,81,2019,2,1.6,0.8,129.6,1.6,64.8,50.0,38.0,0.05
2023-01-01,2023,1,January,52,Sunday,P031,White Bread 800g,Bakery,BakeMaster Ltd,S02,South,214,3686,2,1.8,0.75,385.2,1.8,224.7,58.33,35.0,0.05
2023-01-01,2023,1,January,52,Sunday,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,S02,South,67,1733,2,3.5,1.6,234.5,3.5,127.3,54.29,45.0,0.09
2023-01-01,2023,1,January,52,Sunday,P033,Croissants 4pk,Bakery,BakeMaster Ltd,S02,South,46,1004,2,2.6,1.1,119.6,2.6,69.0,57.69,40.0,0.07
2023-01-01,2023,1,January,52,Sunday,P034,Muffins 6pk,Bakery,SweetBakes Inc,S02,South,29,721,2,3.2,1.4,92.8,3.2,52.2,56.25,42.0,0.08
2023-01-01,2023,1,January,52,Sunday,P035,Rye Bread 500g,Bakery,ArtisanBake Co,S02,South,17,523,2,2.9,1.25,49.3,2.9,28.05,56.9,40.0,0.07
2023-01-01,2023,1,January,52,Sunday,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,S02,South,134,2116,5,4.2,1.9,562.8,4.2,308.2,54.76,70.0,0.13
2023-01-01,2023,1,January,52,Sunday,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,S02,South,30,1770,5,2.5,1.1,75.0,2.5,42.0,56.0,55.0,0.08
2023-01-01,2023,1,January,52,Sunday,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,S02,South,75,1875,5,2.8,1.2,210.0,2.8,120.0,57.14,58.0,0.09
2023-01-01,2023,1,January,52,Sunday,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,S02,South,114,1986,4,4.99,2.1,568.86,4.99,329.46,57.92,65.0,0.14
2023-01-01,2023,1,January,52,Sunday,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,S02,South,24,636,6,6.5,3.0,156.0,6.5,84.0,53.85,90.0,0.18
2023-01-01,2023,1,January,52,Sunday,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,S03,East,73,2327,3,1.5,0.6,109.5,1.5,65.7,60.0,50.0,0.05
2023-01-01,2023,1,January,52,Sunday,P002,Orange Juice 1L,Beverages,FruitVine Co,S03,East,87,2013,4,2.2,1.1,191.4,2.2,95.7,50.0,60.0,0.08
2023-01-01,2023,1,January,52,Sunday,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,S03,East,27,1173,5,1.8,0.75,48.6,1.8,28.35,58.33,55.0,0.06
2023-01-01,2023,1,January,52,Sunday,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,S03,East,36,324,7,3.5,1.8,126.0,3.5,61.2,48.57,70.0,0.1
2023-01-01,2023,1,January,52,Sunday,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,S03,East,124,1526,6,5.99,2.8,742.76,5.99,395.56,53.26,80.0,0.15
2023-01-01,2023,1,January,52,Sunday,P006,Coconut Water 330ml,Beverages,TropicSip Co,S03,East,23,427,5,2.0,0.9,46.0,2.0,25.3,55.0,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P007,Potato Chips 150g,Snacks,CrunchCo Foods,S03,East,102,2598,4,1.99,0.85,202.98,1.99,116.28,57.29,50.0,0.06
2023-01-01,2023,1,January,52,Sunday,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,S03,East,47,493,7,4.5,2.2,211.5,4.5,108.1,51.11,75.0,0.12
2023-01-01,2023,1,January,52,Sunday,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,S03,East,226,2774,3,1.2,0.55,271.2,1.2,146.9,54.17,45.0,0.04
2023-01-01,2023,1,January,52,Sunday,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,S03,East,27,573,5,1.6,0.7,43.2,1.6,24.3,56.25,50.0,0.05
2023-01-01,2023,1,January,52,Sunday,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,S03,East,36,864,4,2.5,1.0,90.0,2.5,54.0,60.0,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P012,Granola Bar 6pk,Snacks,FitSnack Co,S03,East,74,1426,5,3.2,1.5,236.8,3.2,125.8,53.12,60.0,0.09
2023-01-01,2023,1,January,52,Sunday,P013,Pretzels 200g,Snacks,CrunchCo Foods,S03,East,32,628,4,2.1,0.95,67.2,2.1,36.8,54.76,52.0,0.06
2023-01-01,2023,1,January,52,Sunday,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,S03,East,46,704,7,4.99,2.1,229.54,4.99,132.94,57.92,80.0,0.14
2023-01-01,2023,1,January,52,Sunday,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,S03,East,75,1725,5,2.5,1.1,187.5,2.5,105.0,56.0,60.0,0.08
2023-01-01,2023,1,January,52,Sunday,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,S03,East,75,975,4,3.0,1.2,225.0,3.0,135.0,60.0,55.0,0.09
2023-01-01,2023,1,January,52,Sunday,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,S03,East,23,517,7,5.5,2.4,126.5,5.5,71.3,56.36,85.0,0.15
2023-01-01,2023,1,January,52,Sunday,P018,Razor 5pk,Personal Care,SmoothShave Ltd,S03,East,18,432,6,6.99,3.1,125.82,6.99,70.02,55.65,90.0,0.18
2023-01-01,2023,1,January,52,Sunday,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,S03,East,87,1263,5,3.8,1.6,330.6,3.8,191.4,57.89,65.0,0.11
2023-01-01,2023,1,January,52,Sunday,P020,Dish Soap 500ml,Household,CleanHome Ltd,S03,East,78,1872,5,2.2,0.95,171.6,2.2,97.5,56.82,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P021,Paper Towels 6pk,Household,PaperPlus Co,S03,East,52,1598,6,5.5,2.5,286.0,5.5,156.0,54.55,80.0,0.16
2023-01-01,2023,1,January,52,Sunday,P022,Laundry Detergent 1kg,Household,WashWell Inc,S03,East,21,579,8,7.99,3.5,167.79,7.99,94.29,56.2,100.0,0.22
2023-01-01,2023,1,January,52,Sunday,P023,Trash Bags 20pk,Household,CleanHome Ltd,S03,East,31,629,6,4.5,2.0,139.5,4.5,77.5,55.56,70.0,0.13
2023-01-01,2023,1,January,52,Sunday,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,S03,East,55,845,5,3.2,1.4,176.0,3.2,99.0,56.25,60.0,0.09
2023-01-01,2023,1,January,52,Sunday,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,S03,East,100,3500,2,2.1,1.1,210.0,2.1,100.0,47.62,40.0,0.06
2023-01-01,2023,1,January,52,Sunday,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,S03,East,124,2276,2,2.8,1.3,347.2,2.8,186.0,53.57,40.0,0.07
2023-01-01,2023,1,January,52,Sunday,P027,Cheddar Cheese 400g,Dairy,CheeseCraft Ltd,S03,East,70,1580,3,4.5,2.2,315.0,4.5,161.0,51.11,55.0,0.12
2023-01-01,2023,1,January,52,Sunday,P028,Butter 250g,Dairy,CreamTop Co,S03,East,49,791,3,3.5,1.8,171.5,3.5,83.3,48.57,50.0,0.1
2023-01-01,2023,1,January,52,Sunday,P029,Cream Cheese 200g,Dairy,CreamTop Co,S03,East,28,572,3,2.9,1.4,81.2,2.9,42.0,51.72,48.0,0.08
2023-01-01,2023,1,January,52,Sunday,P030,Skimmed Milk 1L,Dairy,FarmFresh Dairy,S03,East,107,1993,2,1.6,0.8,171.2,1.6,85.6,50.0,38.0,0.05
2023-01-01,2023,1,January,52,Sunday,P031,White Bread 800g,Bakery,BakeMaster Ltd,S03,East,166,3734,2,1.8,0.75,298.8,1.8,174.3,58.33,35.0,0.05
2023-01-01,2023,1,January,52,Sunday,P032,Sourdough Loaf 600g,Bakery,ArtisanBake Co,S03,East,98,1702,2,3.5,1.6,343.0,3.5,186.2,54.29,45.0,0.09
2023-01-01,2023,1,January,52,Sunday,P033,Croissants 4pk,Bakery,BakeMaster Ltd,S03,East,22,1028,2,2.6,1.1,57.2,2.6,33.0,57.69,40.0,0.07
2023-01-01,2023,1,January,52,Sunday,P034,Muffins 6pk,Bakery,SweetBakes Inc,S03,East,37,713,2,3.2,1.4,118.4,3.2,66.6,56.25,42.0,0.08
2023-01-01,2023,1,January,52,Sunday,P035,Rye Bread 500g,Bakery,ArtisanBake Co,S03,East,20,520,2,2.9,1.25,58.0,2.9,33.0,56.9,40.0,0.07
2023-01-01,2023,1,January,52,Sunday,P036,Frozen Pizza 400g,Frozen Foods,IceBite Foods,S03,East,170,2080,5,4.2,1.9,714.0,4.2,391.0,54.76,70.0,0.13
2023-01-01,2023,1,January,52,Sunday,P037,Frozen Peas 1kg,Frozen Foods,IceBite Foods,S03,East,77,1723,5,2.5,1.1,192.5,2.5,107.8,56.0,55.0,0.08
2023-01-01,2023,1,January,52,Sunday,P038,Frozen Chips 750g,Frozen Foods,FrostFarm Ltd,S03,East,100,1850,5,2.8,1.2,280.0,2.8,160.0,57.14,58.0,0.09
2023-01-01,2023,1,January,52,Sunday,P039,Ice Cream 1L,Frozen Foods,CoolCreams Co,S03,East,110,1990,4,4.99,2.1,548.9,4.99,317.9,57.92,65.0,0.14
2023-01-01,2023,1,January,52,Sunday,P040,Frozen Fish Fillets 500g,Frozen Foods,FrostFarm Ltd,S03,East,16,644,6,6.5,3.0,104.0,6.5,56.0,53.85,90.0,0.18
2023-01-01,2023,1,January,52,Sunday,P001,Sparkling Water 500ml,Beverages,AquaFresh Ltd,S04,West,96,2304,3,1.5,0.6,144.0,1.5,86.4,60.0,50.0,0.05
2023-01-01,2023,1,January,52,Sunday,P002,Orange Juice 1L,Beverages,FruitVine Co,S04,West,76,2024,4,2.2,1.1,167.2,2.2,83.6,50.0,60.0,0.08
2023-01-01,2023,1,January,52,Sunday,P003,Energy Drink 250ml,Beverages,BoltDrinks Inc,S04,West,23,1177,5,1.8,0.75,41.4,1.8,24.15,58.33,55.0,0.06
2023-01-01,2023,1,January,52,Sunday,P004,Green Tea Bags 50pk,Beverages,TeaLeaf Traders,S04,West,22,338,7,3.5,1.8,77.0,3.5,37.4,48.57,70.0,0.1
2023-01-01,2023,1,January,52,Sunday,P005,Coffee Capsules 10pk,Beverages,BeanBridge Ltd,S04,West,65,1585,6,5.99,2.8,389.35,5.99,207.35,53.26,80.0,0.15
2023-01-01,2023,1,January,52,Sunday,P006,Coconut Water 330ml,Beverages,TropicSip Co,S04,West,18,432,5,2.0,0.9,36.0,2.0,19.8,55.0,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P007,Potato Chips 150g,Snacks,CrunchCo Foods,S04,West,116,2584,4,1.99,0.85,230.84,1.99,132.24,57.29,50.0,0.06
2023-01-01,2023,1,January,52,Sunday,P008,Mixed Nuts 200g,Snacks,NutHouse Ltd,S04,West,46,494,7,4.5,2.2,207.0,4.5,105.8,51.11,75.0,0.12
2023-01-01,2023,1,January,52,Sunday,P009,Chocolate Bar 50g,Snacks,ChocoWorld Inc,S04,West,298,2702,3,1.2,0.55,357.6,1.2,193.7,54.17,45.0,0.04
2023-01-01,2023,1,January,52,Sunday,P010,Rice Cakes 100g,Snacks,GrainCraft Foods,S04,West,33,567,5,1.6,0.7,52.8,1.6,29.7,56.25,50.0,0.05
2023-01-01,2023,1,January,52,Sunday,P011,Popcorn Microwave 3pk,Snacks,PopKing Ltd,S04,West,126,774,4,2.5,1.0,315.0,2.5,189.0,60.0,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P012,Granola Bar 6pk,Snacks,FitSnack Co,S04,West,85,1415,5,3.2,1.5,272.0,3.2,144.5,53.12,60.0,0.09
2023-01-01,2023,1,January,52,Sunday,P013,Pretzels 200g,Snacks,CrunchCo Foods,S04,West,15,645,4,2.1,0.95,31.5,2.1,17.25,54.76,52.0,0.06
2023-01-01,2023,1,January,52,Sunday,P014,Shampoo 400ml,Personal Care,GlowCare Ltd,S04,West,40,710,7,4.99,2.1,199.6,4.99,115.6,57.92,80.0,0.14
2023-01-01,2023,1,January,52,Sunday,P015,Toothpaste 100ml,Personal Care,BrightSmile Inc,S04,West,102,1698,5,2.5,1.1,255.0,2.5,142.8,56.0,60.0,0.08
2023-01-01,2023,1,January,52,Sunday,P016,Hand Sanitizer 250ml,Personal Care,PureGuard Co,S04,West,51,999,4,3.0,1.2,153.0,3.0,91.8,60.0,55.0,0.09
2023-01-01,2023,1,January,52,Sunday,P017,Body Lotion 200ml,Personal Care,GlowCare Ltd,S04,West,34,506,7,5.5,2.4,187.0,5.5,105.4,56.36,85.0,0.15
2023-01-01,2023,1,January,52,Sunday,P018,Razor 5pk,Personal Care,SmoothShave Ltd,S04,West,30,420,6,6.99,3.1,209.7,6.99,116.7,55.65,90.0,0.18
2023-01-01,2023,1,January,52,Sunday,P019,Deodorant Spray 150ml,Personal Care,FreshScent Co,S04,West,54,1296,5,3.8,1.6,205.2,3.8,118.8,57.89,65.0,0.11
2023-01-01,2023,1,January,52,Sunday,P020,Dish Soap 500ml,Household,CleanHome Ltd,S04,West,147,1803,5,2.2,0.95,323.4,2.2,183.75,56.82,55.0,0.07
2023-01-01,2023,1,January,52,Sunday,P021,Paper Towels 6pk,Household,PaperPlus Co,S04,West,82,1568,6,5.5,2.5,451.0,5.5,246.0,54.55,80.0,0.16
2023-01-01,2023,1,January,52,Sunday,P022,Laundry Detergent 1kg,Household,WashWell Inc,S04,West,17,583,8,7.99,3.5,135.83,7.99,76.33,56.2,100.0,0.22
2023-01-01,2023,1,January,52,Sunday,P023,Trash Bags 20pk,Household,CleanHome Ltd,S04,West,28,632,6,4.5,2.0,126.0,4.5,70.0,55.56,70.0,0.13
2023-01-01,2023,1,January,52,Sunday,P024,All-Purpose Cleaner 750ml,Household,WashWell Inc,S04,West,31,869,5,3.2,1.4,99.2,3.2,55.8,56.25,60.0,0.09
2023-01-01,2023,1,January,52,Sunday,P025,Whole Milk 2L,Dairy,FarmFresh Dairy,S04,West,126,3474,2,2.1,1.1,264.6,2.1,126.0,47.62,40.0,0.06
2023-01-01,2023,1,January,52,Sunday,P026,Greek Yoghurt 500g,Dairy,FarmFresh Dairy,S04,West,142,2258,2,2.8,1.3,397.6,2.8,213.0,53.57,40.0,0.07
